shot_number,result,right_elbow_angle,right_shoulder_angle,right_wrist_extension,left_elbow_angle,right_knee_angle,left_knee_angle,right_hip_angle,shoulder_tilt,hip_tilt,knee_spread,release_height,release_x_position,body_vertical_alignment,ball_hoop_distance_x,ball_hoop_distance_y,ball_hoop_total_distance,release_angle_to_hoop
388,make,156.4514061,156.0265027,32,180.874006,173.9999828,173.8292951,176.3479646,4,1,50,726,1182,7,105,206,232.0898468,130.0587298
389,make,161.2115847,161.3166374,27,168.6044168,170.917384,168.3037923,178.3302059,2,0,58,741,1199,24,116,188,220.9863154,126.0396392
390,miss,141.5525227,139.9750529,-36,171.6337979,137.1574524,148.5334911,168.5230615,8,10,0,628,1090,61,30,155,158.8246219,118.2699968
391,miss,155.8264345,168.8374551,-70,112.3670819,157.4364836,157.6658268,155.2150527,8,3,7,564,1299,66,35,165,168.8470428,95.6199351
392,make,170.9409974,170.5067353,40,160.2258929,168.7508656,173.4208412,173.0513146,2,1,52,747,1229,17,93,214,234.4620673,115.7281606
393,make,136.7784944,137.2300434,38,168.8851514,165.3433339,161.37501,177.5800953,3,1,43,576,1223,34,119,192,226.4456621,128.3422919
394,miss,142.8186214,144.6160004,62,144.2593485,160.8337469,164.3687699,173.1663908,5,2,35,560,1125,48,25,124,127.365688,120.7117941
395,miss,138.1654095,138.8094848,-6,109.6399295,158.5572913,162.9162179,174.205506,15,10,42,508,1184,49,81,116,142.178556,114.5560802
396,make,163.9631896,165.5070299,39,157.668438,173.144982,163.7104927,175.41299,3,1,49,771,1164,12,82,216,231.921061,128.6180124
397,make,138.2512006,136.640893,31,136.5370353,167.2745993,178.0714275,157.1401341,3,4,33,692,1317,20,33,195,198.3373306,117.9698467
398,make,171.8076036,169.4077803,1,157.0828405,173.3149887,172.9809105,158.6066592,5,1,68,634,1604,37,50,202,208.4183621,122.6913578
399,make,149.3666868,135.6492555,20,150.7057423,166.3629251,141.0559073,160.5005928,12,3,0,677,1080,47,51,93,106.2814495,112.0961909
400,miss,150.7278244,146.5730738,20,154.2464284,162.6105195,155.9243634,165.3858294,3,3,45,684,1312,14,99,171,198.2465604,120.7059867
401,miss,113.8414794,125.0269789,-33,116.9106003,138.5371982,161.142609,154.9056884,10,5,21,565,1067,52,25,162,164.7244155,103.9070897
402,miss,168.1920372,168.9153593,53,164.9968633,166.0906294,175.2473696,181.3441882,4,0,29,758,1051,28,158,206,260.3791609,114.5755903
403,miss,113.4695639,124.4573324,1,150.3377409,169.5821821,148.3150576,168.8195297,10,3,7,619,1256,53,69,110,130.7020019,130.1086473
404,miss,156.4562571,155.9229524,31,170.8855327,164.0093782,175.3108633,181.0972385,2,1,24,772,1151,14,112,223,249.6728219,118.8545772
405,miss,135.6675191,134.6883666,37,152.2259281,158.6061663,128.8554338,149.1169238,8,7,16,608,1565,60,26,131,134.2902962,95.3404022
406,make,163.1341712,163.9392036,42,163.8787356,162.4332983,168.1747721,176.5859987,3,2,3,799,1130,3,110,217,244.2972013,125.5483308
407,miss,152.6313128,159.5474985,-13,105.0446935,149.9582083,140.003644,158.5593604,10,5,6,559,1314,35,55,192,199.8383651,117.2766787
408,miss,152.4810549,145.5709671,5,167.6267116,154.4877997,139.6823068,168.1831519,10,2,27,711,1238,49,26,195,196.9287194,121.2653836
409,make,157.2337343,151.0454222,32,168.3093626,157.367139,165.3793784,175.4666319,5,2,25,640,992,38,105,180,208.8455358,129.5326066
410,make,160.9299922,159.7017052,50,160.5505361,180.0053715,177.4592029,172.3814012,2,2,17,759,1160,29,139,198,242.4514115,124.8070906
411,miss,167.7374969,161.6481839,45,179.3636803,166.7490673,168.1385088,171.1989864,3,1,33,726,1303,12,131,208,246.3289989,109.1443937
412,miss,146.740317,144.6967598,-27,141.1036293,162.2363173,157.0371015,172.4005789,8,5,0,576,1462,53,120,140,185.1119698,105.7163026
413,miss,133.04077,136.1543261,28,142.9352636,173.9535543,158.6842227,172.0253219,10,2,46,654,1170,32,53,181,189.2916312,99.513817
414,make,68.9811825,61.6337504,-25,146.6469456,152.8294662,172.1210087,151.6439594,15,5,25,573,1472,55,38,134,139.9027884,102.1253297
415,miss,149.9756742,149.0898337,20,149.1326544,160.7096275,147.9521409,168.0163663,7,1,20,712,1234,46,100,179,205.1959109,110.3714371
416,make,156.9279871,156.365659,40,170.2783935,162.5016486,172.3586826,167.4666369,2,1,58,737,1103,1,108,202,229.4867519,125.8210505
417,make,161.6434276,159.2237603,40,151.1828589,160.4197482,169.7533493,161.493164,3,1,50,634,1313,27,32,172,175.9740589,114.6795763
418,miss,163.7987925,166.5972484,50,180.7239821,170.5893711,179.1535145,169.2041887,3,1,31,734,1137,12,117,201,232.9739739,112.1710987
419,make,160.436396,161.578278,36,168.9155118,172.6867066,178.9482132,174.3824814,3,2,44,763,1181,19,100,199,222.9353301,115.4929967
420,miss,151.2729819,154.7010787,21,155.9860649,162.316312,165.8129143,173.876731,7,2,35,693,1102,45,32,163,166.5114776,118.3584726
421,miss,177.7216366,180.4217256,36,150.1472758,165.1428721,174.109444,182.9038254,10,1,44,675,1406,8,30,198,200.9186404,115.1410836
422,make,168.7944464,170.7395553,41,149.2977528,168.3643141,171.7624068,172.7022663,2,1,54,771,1211,24,127,213,248.28931,122.7550805
423,make,150.2418718,150.9584033,5,141.1191161,147.445621,158.0485064,173.7851636,3,2,15,668,1269,41,42,204,209.2441407,126.2735009
424,make,169.1014159,166.3695045,47,167.6125053,170.1536143,173.7169423,165.8950591,3,1,51,714,1261,14,138,199,242.8904307,109.7558523
425,make,166.2428366,165.7642903,50,150.1760321,168.2432727,180.6004587,173.5244773,3,1,58,757,1122,4,92,213,232.8587863,123.2435373
426,make,167.6204313,168.4290208,47,154.2894632,175.4010805,178.9625376,165.8856497,3,0,49,770,1101,14,100,194,218.7624125,113.4850492
427,make,134.9159794,136.7168003,4,164.8310574,154.2980844,182.1904061,162.8293387,3,4,34,719,1114,45,36,214,217.2131309,115.1414926
428,make,165.261088,166.377367,10,162.0339254,173.2066097,167.2449296,174.5452933,3,1,41,746,1134,19,88,206,225.1612893,115.4503076
429,make,158.2888591,159.5745701,21,161.9987121,166.9783109,173.6341234,171.5346333,2,1,47,778,1145,12,156,209,261.4274085,119.0804367
430,miss,163.934424,165.2462083,45,164.7990125,168.1439985,164.1301519,170.255801,2,1,35,780,1088,19,129,208,245.4266621,119.6397747
431,make,151.3052472,146.1245293,32,160.9707232,168.9457999,160.742444,173.6039658,5,2,24,658,1458,25,58,176,185.6219807,102.8519386
432,miss,162.7440985,161.6219203,30,137.5470045,174.0251769,168.7722391,166.5589475,2,0,56,727,1116,31,64,189,200.4278791,121.6158371
433,miss,133.7137843,133.8627652,2,177.2561587,157.651891,151.0077174,152.7766919,3,2,29,739,1300,34,127,198,235.8469274,106.771441
434,miss,145.0707229,148.08666,4,152.5581064,165.4091918,154.9781254,175.9265948,3,2,19,668,1050,4,73,233,244.5027324,122.8460429
435,miss,63.5913477,53.3391568,-17,165.6832163,166.8253371,151.4364225,158.7683233,12,5,16,588,1264,25,50,160,167.7548287,92.1873291
436,miss,167.0607165,169.0580633,21,138.0910431,153.430586,168.2250466,159.087152,3,3,19,760,1383,16,47,139,147.1182951,107.1740864
437,miss,146.4283435,146.6583572,-3,172.5913527,171.6541682,184.4121744,162.9734154,3,4,22,691,1296,32,49,202,208.5739919,122.2113536
438,miss,146.3689192,151.1750051,16,118.5035184,143.5554753,128.483361,157.7101928,12,7,26,492,1474,29,77,123,146.1733255,113.4303998
439,miss,77.4184693,79.658419,-2,145.4715083,140.5614935,191.7116382,149.2291544,15,7,0,614,1661,41,48,167,174.1657879,104.7856541
440,make,163.7193428,166.700795,36,161.6291403,168.9329867,171.4876516,171.4472927,3,2,47,773,1269,27,62,179,190.1572009,125.6059195
441,miss,92.1259098,80.7857079,-29,115.3551819,146.6760046,126.3852755,171.5881631,8,10,28,483,1456,42,76,132,153.3476018,105.3453068
442,make,138.9367307,127.4244641,8,120.5617213,168.8641967,139.9982133,151.7337452,8,5,5,587,1340,49,53,83,99.2748622,109.7003762
443,miss,166.9485494,168.1096848,47,164.757135,180.1948026,177.5401133,170.1702418,2,0,78,769,1066,33,151,204,254.9055084,116.9780984
444,miss,142.6584084,147.8792127,29,182.7006099,170.8392819,161.4070791,174.7252386,10,4,52,721,1276,47,120,212,244.6222826,121.4870989
445,make,172.3262022,173.4903976,33,155.4056076,170.1389661,178.4437431,180.5383452,2,1,68,764,973,22,96,200,222.2871409,110.4317816
446,miss,172.3277697,172.5956864,34,161.6696238,170.448045,165.2609922,174.0570191,3,2,44,755,1062,20,118,193,226.935762,120.5248425
447,make,106.928675,106.5999302,-19,152.3732515,158.866358,145.6538608,169.6366815,10,3,18,591,1370,47,45,194,199.266093,116.2768258
448,make,156.4322475,159.8977755,19,149.4945824,156.7240978,165.8614388,161.4228879,3,4,0,701,1335,6,44,197,202.372297,135.5749547
449,make,167.025616,166.201862,30,160.6744181,173.9722607,170.8950776,174.1590994,3,2,76,796,1109,3,74,186,200.7472455,117.8909191
450,miss,138.6662143,127.2778831,6,128.1058928,160.0572093,131.9221415,146.4624123,8,7,24,547,1482,37,96,107,144.5296254,112.6607031
451,miss,147.7898966,152.6095237,20,160.9884229,189.92184,162.2487857,167.4579128,5,3,32,581,1111,15,65,195,205.6369,106.0925114
452,miss,109.9457058,108.5923635,-51,119.7019191,177.1733366,156.6861445,137.0883859,10,10,30,643,1125,46,92,126,156.9712343,82.5632201
453,miss,156.692492,154.103948,-11,115.7412158,122.6909505,152.0508604,142.8774502,10,5,10,654,1299,67,33,151,155.0429089,107.3977252
454,make,168.7113381,172.682691,36,162.8326821,170.7038909,173.6219238,169.686825,4,2,46,773,1170,23,110,187,217.6246977,123.821221
455,make,150.5957073,143.4813228,24,141.13464,160.4900598,167.9394939,163.8196631,5,1,28,768,1618,36,107,149,184.0967542,130.0273433
456,make,168.7993519,168.0240922,16,163.506385,160.1626117,174.7688532,169.0827991,4,1,47,799,1055,28,89,222,239.730915,117.8090843
457,make,158.5888755,159.2797038,31,157.3786655,184.9298759,175.0952537,175.4530622,3,1,62,684,1073,16,114,207,236.7417301,118.9991116
458,make,178.1523888,178.1523888,42,174.2198095,173.8582834,179.046167,173.8118995,2,0,30,786,1152,22,123,201,235.6480426,121.4641436
459,make,166.2940126,165.5889201,31,153.8354914,176.9393079,175.2960209,176.6710728,2,1,40,770,1046,34,67,207,218.368927,129.4011282
460,make,167.1420929,165.7562737,44,168.0729952,176.0643106,176.1481442,169.68402,3,2,36,759,1161,30,85,210,227.0658425,118.7868441
461,make,144.7230869,143.0815928,10,130.2197111,150.8679607,144.0161105,168.8445048,10,7,5,534,1403,50,43,161,167.4903269,97.712863
462,make,155.1937391,158.890161,-23,141.1929231,126.4368577,131.098488,150.0607499,10,5,14,638,1370,30,41,111,118.8242436,97.5498288
463,miss,138.0928405,129.5874878,42,136.6193828,169.1308611,145.7242835,167.3335924,8,10,24,673,1470,62,47,117,126.9197483,108.9912901
464,make,162.75119,164.8395937,17,160.8105722,168.2318548,177.8381686,180.3598847,7,4,40,656,1313,18,116,161,199.0443896,117.8580329
465,make,159.562708,159.8466678,38,150.1539521,175.0413358,179.729675,172.3014082,4,1,65,693,1391,31,92,185,207.257939,121.7281702
466,make,140.1784534,137.6254109,17,159.8139509,155.1213409,172.2303794,170.6841066,5,1,0,676,1483,37,50,189,196.0478662,111.4791225
467,miss,165.4633443,169.2806859,-29,117.4950546,147.4522146,172.5510994,160.1669929,12,5,11,717,1361,52,55,63,84.5904273,113.9418104
468,miss,109.5467004,109.275226,10,165.4430955,183.4895609,176.2656503,167.8488905,3,4,7,808,1208,35,79,188,204.8710198,113.5563959
469,miss,142.6002486,146.4118325,12,146.8295338,147.9231602,129.6355265,159.9097674,12,3,0,700,1351,37,66,170,183.2420566,97.6826051
470,make,135.5490549,125.8887291,-20,135.9652613,156.111403,163.402515,161.8866863,5,1,36,737,1022,40,79,178,195.2528511,123.8525632
471,make,98.1967759,89.4206023,-12,96.6712998,146.2899605,152.998458,174.9914982,15,3,22,557,1492,48,24,129,132.0578332,122.2580304
472,make,150.4781167,146.4443192,-57,78.7631379,168.9127428,157.2499596,162.8797355,8,5,5,574,898,43,47,153,160.4061559,104.5208824
473,miss,84.7147999,89.5904029,10,142.0227023,146.9621366,140.0755443,172.3608765,10,3,0,674,1348,40,47,116,125.7794569,96.4825321
474,make,168.3886576,169.7576299,26,156.7967154,170.8848716,174.4101811,172.38858,3,1,51,708,1232,33,109,194,223.0332012,119.2566458
475,miss,48.8502192,69.2709157,-13,110.5875215,152.3569188,150.6428473,155.3315128,8,3,14,563,1207,43,19,139,140.6890639,112.0235932
476,make,160.9572594,162.8723337,8,163.5054431,164.845844,170.617231,171.8047196,2,0,39,743,1040,38,146,193,242.7190018,129.4927005
477,make,168.6946269,171.1023958,34,160.4981074,172.0026398,176.0060337,167.2245807,2,1,10,744,1135,16,136,208,248.9100362,121.8028462
478,make,169.2188412,174.2157022,33,150.9302254,174.0113404,179.6049789,173.4320565,3,1,31,729,1188,27,129,204,241.9410899,117.8515233
479,miss,135.3160614,137.3334479,-7,127.0110311,149.4815364,161.585764,185.4562416,8,5,0,695,1174,34,70,187,200.3168617,112.9631744
480,miss,164.0935278,157.8708255,-66,163.2041513,142.4355298,138.8826416,144.3461241,10,3,38,654,1355,51,12,110,111.4070387,107.2536041
481,make,167.667552,168.5352225,27,153.7708532,184.515859,170.5800783,175.7968498,2,0,20,774,877,21,71,208,220.097299,113.7820248
482,miss,152.1457315,156.3937915,29,163.7385698,157.0005949,145.9199786,166.8555779,7,4,50,749,1306,40,93,173,197.3219836,113.6993971
483,miss,167.6550096,161.092673,26,129.9327925,156.6163812,152.8734287,176.2555403,10,1,28,679,1033,31,53,192,199.899984,105.0890886
484,miss,153.8425591,159.8091141,0,147.5305723,159.8746589,156.9847241,167.222508,3,4,45,627,1264,14,60,178,188.3420017,131.7485967
485,miss,123.2328017,120.7338643,-13,137.0058987,154.3825324,149.7226764,170.6879834,15,10,12,541,1169,28,105,160,192.4823692,95.0391541
486,make,158.9638957,156.5355185,47,172.9166269,175.1205991,176.1417275,172.9510129,2,1,31,789,1135,13,91,209,228.4572094,116.6176527
487,make,166.60621,166.0043042,-28,167.7113252,159.6467181,164.0946672,172.6558426,3,4,33,705,1161,43,101,166,194.8402146,125.8598212
488,miss,142.2472968,145.3424615,43,156.6669406,178.1819707,151.4182508,166.4538923,7,1,24,714,1133,36,78,166,184.0275239,113.8633331
489,miss,148.6937291,158.0931019,25,150.0829031,150.7398188,168.9387322,176.6345902,3,4,17,694,1145,32,0,180,180.7028795,124.693693
490,make,164.7805198,161.3049105,35,177.1067455,169.0018,175.059765,176.4063642,2,1,31,735,1021,12,135,195,238.1426388,120.7587553
491,make,156.6727887,158.2005094,34,159.490182,172.8400767,177.7260577,175.0033264,3,2,31,782,1086,21,92,202,222.8748563,124.5974579
492,miss,118.5330845,104.481186,-21,172.6026379,168.7033757,147.0699399,171.5144928,10,5,6,693,1230,49,47,192,197.9098361,124.511507
493,make,167.3975995,164.8677685,-6,155.9349702,166.0716992,154.2148726,168.5976438,10,3,37,694,1123,28,38,220,223.9493128,115.1345036
494,miss,143.8476934,157.3390445,6,141.7627462,150.1779402,133.2881799,169.3994405,12,3,37,620,1625,33,26,160,162.7696955,108.1714825
495,make,169.9768491,169.5891968,32,144.9613764,175.1770902,166.803708,173.2397305,3,1,49,669,1168,34,130,207,245.0369332,117.0501829
496,make,91.3614569,96.5436464,-33,125.5121356,163.4134916,136.5051621,159.354541,10,5,17,620,1368,76,58,159,170.1324477,102.6543283
497,miss,160.3016111,157.092504,4,163.8750207,156.4226682,161.1520798,174.4459374,7,4,71,706,1039,36,78,191,207.0760375,116.1650805
498,make,163.727462,164.811868,32,165.0223162,170.6267813,170.7139073,170.2435528,4,2,52,799,1267,9,132,201,241.2788132,123.6043981
499,miss,101.9884292,103.3849661,-18,154.2192474,164.5076718,155.4096607,158.3765244,8,5,23,575,1295,62,50,98,110.8502817,105.6809002
500,miss,100.3639929,79.8688477,-11,166.3858621,141.1347232,154.6008989,146.3185569,8,3,18,576,1142,42,45,146,153.2766747,89.2540416
501,miss,144.2755336,147.9761619,12,161.2370409,158.7422696,167.2992435,176.222381,5,4,15,732,1169,39,78,183,199.2268981,117.5893043
502,miss,144.2136779,134.4782159,-8,142.636754,165.9031486,189.3949006,165.9241597,10,5,4,558,1206,45,58,110,125.0224741,118.452368
503,make,158.9755222,160.8642926,37,154.7624405,168.8320524,163.4688169,172.6465068,3,1,78,786,1252,35,109,203,230.7295915,126.1959451
504,miss,163.8951251,161.6347676,38,144.2535996,171.5402161,173.0801264,176.1784015,3,0,59,737,1037,22,68,200,212.1038805,114.0289562
505,miss,80.0265496,91.7382259,-57,113.2886272,135.0285806,121.6857272,162.9452757,15,3,39,760,1297,65,60,149,161.8236002,100.8942162
506,miss,78.1365449,71.0574355,-27,90.1026508,138.9145701,157.7849551,176.2730536,10,5,5,639,1135,55,48,174,181.305106,94.5067722
507,make,125.918768,129.0318547,22,156.7885788,152.8595339,162.1196587,151.674761,10,7,17,549,1162,38,35,123,128.8380565,88.1331958
508,miss,114.385672,124.242972,10,194.7390911,158.6944976,152.8869447,163.943843,8,10,6,610,1517,39,83,174,193.4597838,103.5831777
509,miss,142.9620647,153.6961917,-8,81.4375577,147.6686635,130.6643864,159.9739423,12,5,26,620,1046,21,58,128,141.3557492,93.2766511
510,make,157.8744095,158.4940509,41,169.137991,171.0735617,172.3508965,173.1752459,3,1,42,743,1013,19,164,196,256.6171914,129.8347008
511,make,147.0399237,146.2835573,11,172.0065515,170.9355672,135.5961137,175.2472062,3,2,33,736,1342,25,94,165,190.512078,101.2038184
512,make,166.0517207,163.3782698,31,166.3192797,169.7272614,171.9067336,172.6344018,2,1,43,738,1021,27,47,216,221.6543614,128.3180964
513,make,159.8671038,159.3198486,24,160.2446555,166.0331212,163.8341477,177.0718282,4,1,25,741,1067,21,127,193,231.8152634,119.099113
514,make,164.5164015,162.8502894,44,159.5045973,171.4161704,169.8222108,179.9554054,3,1,40,774,1186,23,51,202,208.7425298,125.0709478
515,make,158.4082774,161.249286,34,167.2155847,178.1737596,167.8402238,175.3819636,3,0,36,714,1072,30,122,204,238.0973757,121.4587408
516,make,167.9682339,168.735104,31,175.0592451,166.3625195,178.639545,173.6179747,2,1,39,796,1042,13,125,199,235.5238623,125.4031985
517,miss,149.2714013,149.2789564,-3,76.1567357,156.7047258,138.4212126,178.5330964,15,7,21,540,1572,75,64,182,193.8703545,98.1702216
518,make,157.2709923,153.039209,2,170.4494123,161.6522467,160.9635154,162.3590194,5,3,38,681,1411,34,95,163,189.733303,119.283071
519,miss,152.894077,146.6373041,-53,124.9254841,137.9994215,147.0471314,174.3743813,15,3,5,650,875,44,60,171,181.3166864,99.0971706
520,miss,161.8425129,164.6191884,31,168.8298898,172.7062857,162.3471676,176.0728289,3,1,48,697,1322,17,107,204,230.9260707,117.454582
521,make,110.9134427,124.3744406,-25,166.7896271,149.6721488,158.6084706,176.7511236,12,5,9,592,1042,77,43,139,146.3033801,118.87208
522,miss,95.0413525,88.6585252,-40,103.3441267,181.871571,167.9700859,181.203675,8,3,0,604,1047,43,32,172,175.1443437,100.2452439
523,make,162.6032071,162.861582,34,158.4025136,176.9192617,173.6294327,171.0937943,3,1,25,760,1030,17,134,216,255.1660369,119.8063386
524,make,155.4768716,155.0622394,41,183.0541685,166.0102102,170.8671437,171.4423858,2,1,65,776,1109,10,77,222,235.5197407,122.3052553
525,make,165.420313,167.7440696,26,167.3836898,176.8759881,175.5054708,173.7583265,3,1,60,740,966,24,134,203,243.9487224,125.7172473
526,miss,91.7381945,86.2582363,-25,150.9288622,145.1826144,124.2156144,173.4006785,15,5,0,611,1476,57,33,200,203.1327915,107.3320016
527,make,152.2520348,155.8144436,36,160.8227869,155.2972867,151.4713411,171.1902451,5,4,26,809,1000,11,91,177,199.7318002,118.1606787
528,make,162.6093284,161.7160423,41,149.4056422,166.6113963,174.7157928,175.4917761,2,0,54,744,1173,31,48,202,208.5849891,112.0039294
529,make,106.3951767,104.5210664,-6,130.5308628,152.6257336,166.0940847,180.6291266,7,1,36,657,1095,21,18,177,178.1840258,116.5805349
530,miss,113.4951885,110.5676093,-7,129.279585,154.7245781,151.2247423,173.2342729,12,5,22,625,1514,59,8,174,174.374983,106.6221149
531,miss,181.8149035,186.7041413,-33,146.5211189,146.8801066,155.4930931,144.8918827,5,1,27,598,1212,30,132,213,251.0780366,122.853456
532,make,180.182218,179.7264329,33,157.0301333,172.6195341,176.0748062,177.8143122,4,0,22,777,1150,24,79,220,234.5619617,125.9557686
533,make,146.3704246,136.9055167,-25,137.0302921,145.9048988,156.77532,164.8119202,10,3,39,545,1388,32,63,116,132.4054017,96.1900576
534,make,158.5563176,156.8991607,5,167.7980232,165.2943059,170.1664445,162.1493925,3,4,1,685,1152,42,77,189,204.2540443,98.7661747
535,make,120.4408229,124.3024878,-24,147.8469361,151.4852167,140.1637791,156.3318668,12,3,24,673,979,65,106,142,177.9547323,112.1890102
536,miss,99.81284,106.441251,2,146.0473531,134.5545564,140.7397431,161.9592716,10,5,11,620,1227,41,36,128,133.6277822,61.7869787
537,make,175.0144172,173.1293011,51,161.7797185,178.6271605,165.965925,175.3436168,3,0,33,790,1065,8,97,204,226.303619,123.2899178
538,make,160.2769556,160.6836745,42,174.6250289,165.8691032,183.9832303,176.0699174,3,1,44,716,1127,0,104,208,233.5014389,119.7650273
539,make,132.2854127,126.5270072,57,142.0915189,161.7695763,161.32763,166.6291455,5,4,42,618,1391,33,140,140,198.4494786,116.9540322
540,miss,147.9897425,148.0631835,-1,164.7242065,163.7905185,169.1953244,162.9000626,5,4,21,766,1140,37,112,156,192.9293153,97.3919119
541,miss,102.1856578,100.5293437,-18,76.7816476,156.8725217,133.3041816,150.466676,8,10,0,492,1036,43,103,119,158.0988458,107.1330013
542,make,159.5990386,158.7721412,38,163.1140517,176.6947859,165.3511296,167.0229459,2,0,47,706,1151,19,116,205,236.3097154,119.2043755
543,make,90.8170645,94.8832848,-24,145.9669285,149.0463969,126.2360816,162.7557637,15,5,27,537,1275,44,73,135,154.6250602,113.2808841
544,make,167.4028883,167.6650187,34,153.0470624,179.2546377,182.0359832,166.2693652,2,1,29,775,1077,37,129,207,244.4170493,126.1619176
545,make,168.714499,167.9634811,28,177.6925567,169.5134143,174.4704102,173.6533387,2,1,66,724,1207,19,88,215,232.6926164,121.1247563
546,make,145.8430958,148.3562623,-26,115.5895106,172.0655204,137.5075717,151.6293393,8,3,21,513,1193,51,61,163,174.572339,111.3227751
547,miss,154.5294135,151.7923759,52,155.5221131,156.9780059,153.5284049,178.7192397,10,2,18,655,1193,34,103,196,222.5639438,112.7988627
548,miss,168.5030225,167.6325261,21,167.750023,164.5394899,179.4760354,172.3517516,3,0,62,766,1145,16,109,195,224.4371897,112.743388
549,miss,127.3493818,126.2466907,11,163.1043192,167.2328091,153.0160788,178.673586,5,4,34,654,1232,40,18,174,175.2424715,112.4505303
550,make,137.8047844,141.921184,20,155.2641988,155.2463397,178.0350793,175.317622,5,4,18,640,1086,13,96,148,176.9993879,102.7155617
551,miss,170.3478221,170.3562818,41,181.3835973,173.9065481,174.5582643,166.9243567,3,2,5,744,1174,19,128,205,242.5131491,115.5184603
552,miss,123.4018318,127.9917718,-25,127.4103287,146.7918725,162.554743,166.1875996,10,3,15,653,1286,59,99,166,193.4988408,106.1179001
553,make,151.7503153,151.2891425,36,164.4749493,171.2756072,173.2152044,177.0913659,3,0,42,777,1291,14,102,208,232.2164948,114.044532
554,make,143.7313568,133.6023174,-6,183.6712863,152.1954443,166.8947982,178.0595518,10,1,4,689,1340,35,180,151,235.6545962,125.5872853
555,make,171.084714,172.0884067,-27,144.8969053,156.4178397,159.5373599,174.5032853,10,2,27,645,1479,26,83,179,197.6992159,116.2341913
556,make,157.033208,156.4561422,50,176.4648716,166.4383627,167.1612129,178.0987354,2,2,27,775,1088,32,80,216,231.0029379,121.1091519
557,miss,165.3183559,167.0489354,30,181.7711587,164.6974955,178.9563034,175.7005482,3,1,19,733,1009,18,96,206,227.6400914,118.2132231
558,make,171.2032863,170.3883661,44,166.2347981,171.3785711,171.9430789,175.9864455,3,1,49,775,1097,13,99,206,229.2068277,137.5090413
559,make,134.5607972,126.0697487,-12,111.7186358,136.5351092,138.4376885,158.2459255,10,5,11,551,1209,70,27,139,142.6586886,122.9403637
560,miss,98.8273331,96.2212498,-57,132.1801248,168.7095548,150.0323706,177.4132114,10,10,32,601,1417,47,7,149,149.9702961,91.4271764
561,miss,128.855861,132.8046759,-40,118.5194901,147.357987,124.9881296,145.1196567,8,7,2,538,1133,46,46,199,205.2228217,117.6554475
562,miss,127.9146891,131.5844415,4,149.9633207,161.8289717,156.9656573,174.5697937,3,4,57,703,1215,23,98,228,248.3210704,111.1930538
563,miss,157.3376753,151.4387915,14,160.9296088,165.3302331,178.4694124,176.1921822,10,3,29,700,926,31,28,210,212.4250016,114.3915048
564,miss,163.8792284,164.7224852,29,154.4346932,167.338651,176.6499088,175.0025467,5,2,26,782,944,27,78,182,198.2991135,125.0641104
565,miss,114.821181,123.6577804,-4,90.5901961,172.1481052,168.7013703,155.744373,12,10,17,566,1159,51,84,151,173.2156904,100.552628
566,make,175.6806043,166.9424217,24,162.1314602,157.0444293,169.2439394,180.2361494,5,2,0,631,1444,28,38,181,185.1762609,135.6790634
567,miss,106.8984079,106.2370818,32,123.8243575,144.6248977,138.2868729,169.4419197,15,3,9,561,1517,69,39,79,88.54803,117.0901643
568,miss,169.9564852,169.3535492,-12,147.7148188,150.121383,153.748139,173.1105513,5,4,6,684,1158,44,107,191,219.7415366,120.6478911
569,make,151.0470313,149.1204633,17,164.9319601,180.8601682,152.621845,187.064267,10,2,0,694,1106,32,62,173,184.226958,123.496021
570,make,156.3210108,155.3908589,46,164.7481132,175.1384021,181.3232091,174.0550223,2,1,36,744,998,27,90,206,225.6945494,113.7842284
571,miss,120.9839099,113.3989565,-26,106.8941714,163.3529762,163.52874,143.5381214,10,3,0,594,1019,40,29,141,144.3488929,105.832132
572,make,156.0096246,152.0692433,24,149.4938803,156.0341446,170.7344749,181.9333909,5,4,44,600,1423,59,133,178,223.0264838,103.4536566
573,make,173.4912272,177.1748584,34,168.4739749,167.0599859,172.2640362,172.2037498,4,1,47,767,1028,12,86,202,219.8416299,126.3046457
574,make,137.2855918,141.3785649,33,167.7711491,151.8420259,160.3404902,176.5839087,7,1,30,644,1469,53,101,212,235.0901416,115.6479135
575,miss,165.2931604,165.3743438,28,158.3709908,164.9869736,181.7478837,168.0245471,3,0,34,751,1274,14,106,196,223.8603961,132.8708948
576,miss,165.7230595,161.5321771,3,163.9030915,165.0306012,170.8462295,171.9026363,7,1,39,633,1393,27,119,180,216.3346868,117.0199901
577,make,163.1869165,157.9806423,31,164.3581584,166.9470089,170.423908,179.1207808,3,1,54,750,1128,23,86,210,227.2681904,131.6109242
578,miss,109.7308547,118.7517678,-15,141.1419477,156.3526181,123.9294249,150.7587814,10,5,13,652,1338,38,89,196,215.5747722,106.7649219
579,miss,132.6730492,128.0111631,-29,137.1890976,132.5392405,142.6301435,153.4038649,10,5,0,558,1489,64,22,102,104.8673779,135.7260355
580,miss,137.5164907,150.3575376,-58,116.0820526,156.4314189,159.5569539,183.9344955,8,5,26,566,1173,59,61,95,113.3724156,99.7691824
581,make,164.3841086,167.1113231,31,171.1160156,172.1878168,172.2399055,182.1998765,4,2,23,798,1215,16,140,186,233.6558719,116.8694001
582,miss,163.8786231,160.6176766,47,172.7740735,174.3333549,180.6050311,169.2043339,3,2,71,794,1039,13,84,199,216.9624689,113.6606541
